Título,URL,Término,Definición,URL_Imagen
Wikiloc | Ruta Maras - moray - maras - salinas - urubamba,https://es.wikiloc.com/rutas-senderismo/maras-moray-maras-salinas-urubamba-5234201,Distancia,"19,2 km"
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Altitud máxima,4.341 m
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,TrailRank ,"44 4,7"
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Altitud mínima,3.868 m
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Tipo de ruta,Circular
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Tiempo en movimiento,2 horas 28 minutos
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Tiempo,4 horas 25 minutos
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Coordenadas,1287
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Fecha de subida,6 de septiembre de 2022
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,Fecha de realización,septiembre 2022
Wikiloc | Ruta Camino Salkantay Día 1: Soraypampa - Laguna Humantay - Soraypampa,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-dia-1-soraypampa-laguna-humantay-soraypampa-112841341,URL_Imagen,https://s0.wklcdn.com/image_319/9595055/112841342/72594537.400x300.jpg
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Distancia,"10,94 km"
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Desnivel positivo,458 m
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Dificultad técnica,Moderado
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Desnivel negativo,458 m
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Altitud máxima,3.219 m
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,TrailRank ,39 5
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Altitud mínima,2.777 m
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Tipo de ruta,Circular
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Coordenadas,97
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Fecha de subida,9 de octubre de 2016
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,Fecha de realización,octubre 2016
Wikiloc | Ruta Montañas de Ollantaytambo,https://es.wikiloc.com/rutas-senderismo/montanas-de-ollantaytambo-15032537,URL_Imagen,https://s0.wklcdn.com/image_3/93371/15032537/9350079.400x300.jpg
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Distancia,"6,84 km"
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Desnivel positivo,52 m
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Dificultad técnica,Moderado
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Desnivel negativo,558 m
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Altitud máxima,3.370 m
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,TrailRank ,37
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Altitud mínima,2.836 m
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Tipo de ruta,Solo ida
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Tiempo en movimiento,una hora 41 minutos
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Tiempo,2 horas 37 minutos
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Coordenadas,1223
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Fecha de subida,30 de diciembre de 2017
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,Fecha de realización,diciembre 2017
Wikiloc | Ruta Maras Pueblo - Salineras de Maras - Tarabamba,https://es.wikiloc.com/rutas-senderismo/maras-pueblo-salineras-de-maras-tarabamba-21778652,URL_Imagen,https://s0.wklcdn.com/image_34/1035463/21778653/13721736.400x300.jpg
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Distancia,"8,54 km"
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Desnivel positivo,441 m
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Dificultad técnica,Moderado
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Desnivel negativo,441 m
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Altitud máxima,5.085 m
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,TrailRank ,76 5
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Altitud mínima,4.684 m
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Tipo de ruta,Circular
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Tiempo,4 horas 24 minutos
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Coordenadas,1597
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Fecha de subida,10 de noviembre de 2019
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,Fecha de realización,octubre 2019
"Wikiloc | Ruta Winicunca (5.036 m.) y Mirador Valle Rojo (Montaña 7 colores, Arco Iris o Rainbow Mountain)",https://es.wikiloc.com/rutas-senderismo/winicunca-5-036-m-y-mirador-valle-rojo-montana-7-colores-arco-iris-o-rainbow-mountain-43433815,URL_Imagen,https://s0.wklcdn.com/image_1/40474/43433816/28398747.400x300.jpg
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Distancia,"15,87 km"
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Desnivel positivo,700 m
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Dificultad técnica,Moderado
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Desnivel negativo,700 m
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Altitud máxima,4.983 m
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,TrailRank ,93 5
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Altitud mínima,4.328 m
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Tipo de ruta,Circular
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Coordenadas,1900
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,Fecha de subida,7 de noviembre de 2022
Wikiloc | Ruta Perú. VINICUNCA: la montaña de los Siete Colores o Montaña Arcoíris.,https://es.wikiloc.com/rutas-senderismo/vinicunca-la-montana-de-los-siete-colores-o-montana-arcoiris-118594870,URL_Imagen,https://s0.wklcdn.com/image_30/929076/118594870/76082388.400x300.jpg
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Distancia,"4,94 km"
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Desnivel positivo,488 m
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Dificultad técnica,Moderado
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Desnivel negativo,488 m
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Altitud máxima,2.660 m
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,TrailRank ,74 5
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Altitud mínima,2.272 m
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Tipo de ruta,Circular
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Tiempo en movimiento,una hora 53 minutos
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Tiempo,4 horas 21 minutos
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Coordenadas,899
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Fecha de subida,14 de noviembre de 2022
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,Fecha de realización,noviembre 2022
Wikiloc | Ruta Ciudadela de Machu Picchu (Perú): ascensión al pico Wuaynapicchu,https://es.wikiloc.com/rutas-senderismo/ciudadela-de-machu-picchu-peru-ascension-al-pico-wuaynapicchu-119152744,URL_Imagen,https://s0.wklcdn.com/image_122/3687364/119152749/76628370.400x300.jpg
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Distancia,"73,88 km"
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Desnivel positivo,3.512 m
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Dificultad técnica,Moderado
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Desnivel negativo,3.399 m
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Altitud máxima,5.129 m
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,TrailRank ,79 5
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Altitud mínima,4.181 m
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Tipo de ruta,Solo ida
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Coordenadas,1114
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,Fecha de subida,19 de septiembre de 2023
Wikiloc | Ruta Trek del Ausangate en 5 días. Desde Upis hasta Pacchanta. Extensión a Montañas Arcoiris.,https://es.wikiloc.com/rutas-senderismo/trek-del-ausangate-en-5-dias-desde-upis-hasta-pacchanta-extension-a-montanas-arcoiris-147630148,URL_Imagen,https://s0.wklcdn.com/image_21/641448/147630148/93084141.400x300.jpg
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Distancia,"17,79 km"
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Desnivel positivo,791 m
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Dificultad técnica,Moderado
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Desnivel negativo,791 m
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Altitud máxima,3.451 m
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,TrailRank ,55
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Altitud mínima,2.842 m
Wikiloc | Ruta Ruinas de Purmamarka,https://es.wikiloc.com/rutas-senderismo/ruinas-de-purmamarka-116136176,Tipo de ruta,Circular
